source_system,source_order_id,customer_mobile,customer_email,customer_name,order_date,amount_inr,items_count,category,store_id
ecommerce,ECO-0004213,7253929702,rekha_iyer584@gmail.com,Rekha Iyer,2026-05-15 02:00:00,257.97,1,Sandwich,online
pos,POS-0004214,7716654456,abhishekpillai108@gmail.com,Abhishek Pillai,2026-04-30 08:00:00,314.51,1,Sandwich,BLR-01
pos,POS-0004215,8361366969,nitin_saxena35@rediffmail.com,Nitin Saxena,2026-05-29 06:00:00,189.31,1,Espresso,DEL-02
pos,POS-0004216,9402747909,latha.kapoor930@outlook.com,Latha Kapoor,2026-05-03 20:00:00,656.19,3,Pastry,DEL-01
ecommerce,ECO-0004217,9386568623,komal_subramanian810@yahoo.com,Komal Subramanian,2026-03-02 00:00:00,380.73,1,Sandwich,online
ecommerce,ECO-0004218,7391985671,adityakapoor928@hotmail.com,Aditya Kapoor,2026-05-15 15:00:00,434.9,2,Cappuccino,online
ecommerce,ECO-0004219,8865331430,kiran.subramanian48@yahoo.com,Kiran Subramanian,2026-05-06 18:00:00,448.92,2,Cappuccino,online
ecommerce,ECO-0004220,7954021247,meera_tiwari1192@yahoo.com,Meera Tiwari,2026-06-04 07:00:00,264.36,1,Sandwich,online
pos,POS-0004221,9852751821,komalali871@yahoo.com,Komal Ali,2026-05-07 06:00:00,429.96,1,Coffee Beans 250g,DEL-02
loyalty,LOY-0004222,9155986288,varun.rao1027@rediffmail.com,Varun Rao,2026-01-30 07:00:00,760.88,2,Sandwich,online
pos,POS-0004223,7450386191,riya.rao1314@outlook.com,Riya Rao,2026-05-27 10:00:00,199.42,1,Cappuccino,DEL-01
loyalty,LOY-0004224,9742043526,rohan.hussain1261@rediffmail.com,Rohan Hussain,2026-01-10 18:00:00,654.64,2,Sandwich,online
ecommerce,ECO-0004225,8915761306,harishreddy624@rediffmail.com,Harish Reddy,2026-05-17 17:00:00,1306.64,1,Merchandise,online
pos,POS-0004226,8099373430,aishwaryapandey1159@rediffmail.com,Aishwarya Pandey,2026-04-27 02:00:00,344.65,1,Cappuccino,CHE-01
ecommerce,ECO-0004227,8564944890,priya.khanna742@yahoo.com,Priya Khanna,2026-02-20 11:00:00,459.03,2,Cold Brew,online
loyalty,LOY-0004228,8967661390,anil.agarwal66@hotmail.com,Anil Agarwal,2025-12-08 13:00:00,483.72,2,Espresso,online
ecommerce,ECO-0004229,9097852354,naveen_patel36@outlook.com,Naveen Patel,2026-02-15 09:00:00,242.76,1,Sandwich,online
pos,POS-0004230,8070317155,abhishekkumar553@rediffmail.com,Abhishek Kumar,2026-05-28 08:00:00,315.82,1,Sandwich,BLR-01
pos,POS-0004231,8596392814,nikhil_mishra1220@hotmail.com,Nikhil Mishra,2026-02-26 18:00:00,373.74,1,Sandwich,DEL-01
ecommerce,ECO-0004232,9642632673,asha_naidu1226@hotmail.com,Asha Naidu,2025-04-27 04:00:00,575.39,1,Coffee Beans 250g,online
loyalty,LOY-0004233,9885699825,omar_krishnan1485@gmail.com,Omar Krishnan,2026-03-18 10:00:00,236.65,1,Cappuccino,online
loyalty,LOY-0004234,7904255406,nikhil.yadav576@gmail.com,Nikhil Yadav,2026-02-21 19:00:00,5454.72,2,Bulk Order,online
pos,POS-0004235,9239537828,tara_roy801@outlook.com,Tara Roy,2026-04-01 02:00:00,553.25,2,Cold Brew,DEL-02
pos,POS-0004236,8114119590,rashmi.sharma1477@rediffmail.com,Rashmi Sharma,2026-04-01 08:00:00,2055.49,1,Bulk Order,PUN-01
ecommerce,ECO-0004237,7619614148,smitabansal1186@hotmail.com,Smita Bansal,2026-02-01 07:00:00,423.64,2,Espresso,online
ecommerce,ECO-0004238,7356109190,riya.trivedi639@yahoo.com,Riya Trivedi,2026-06-02 11:00:00,422.61,2,Cappuccino,online
ecommerce,ECO-0004239,7825281682,aarti_malhotra899@gmail.com,Aarti Malhotra,2025-12-16 01:00:00,500.47,1,Coffee Beans 250g,online
pos,POS-0004240,9307682349,geetaali70@gmail.com,Geeta Ali,2026-06-07 21:00:00,297.11,3,Pastry,DEL-01
ecommerce,ECO-0004241,9398173478,taratiwari859@gmail.com,Tara Tiwari,2026-01-28 03:00:00,506.85,1,Coffee Beans 250g,online
ecommerce,ECO-0004242,8839972671,mohan.choudhary1095@yahoo.com,Mohan Choudhary,2026-05-29 01:00:00,824.35,1,Merchandise,online
ecommerce,ECO-0004243,7701060750,nishaqureshi230@gmail.com,Nisha Qureshi,2026-01-29 04:00:00,1146.61,3,Merchandise,online
ecommerce,ECO-0004244,7607524325,sandeepsaxena772@yahoo.com,Sandeep Saxena,2026-04-21 19:00:00,499.39,2,Espresso,online
pos,POS-0004245,7569861931,abhishek_bansal1329@hotmail.com,Abhishek Bansal,2026-02-09 15:00:00,318.04,1,Espresso,DEL-01
ecommerce,ECO-0004246,9915637508,kiran_banerjee941@outlook.com,Kiran Banerjee,2026-03-08 02:00:00,659.93,2,Cold Brew,online
pos,POS-0004247,9630466257,ananya_sharma50@outlook.com,Ananya Sharma,2026-05-19 03:00:00,254.55,3,Pastry,DEL-02
pos,POS-0004248,9480267053,mohanpandey338@outlook.com,Mohan Pandey,2026-03-15 08:00:00,2221.59,2,Merchandise,DEL-02
ecommerce,ECO-0004249,8012529383,mohanhussain403@hotmail.com,Mohan Hussain,2026-05-21 18:00:00,289.38,1,Cold Brew,online
loyalty,LOY-0004250,7983335882,megha.yadav883@yahoo.com,Megha Yadav,2026-05-13 09:00:00,303.4,1,Sandwich,online
loyalty,LOY-0004251,9538442198,komalnair735@outlook.com,Komal Nair,2026-04-03 19:00:00,312.52,1,Cappuccino,online
loyalty,LOY-0004252,9726055181,kavya.shah495@outlook.com,Kavya Shah,2026-04-17 20:00:00,567.26,2,Cold Brew,online
pos,POS-0004253,7343265963,varun_mukherjee809@hotmail.com,Varun Mukherjee,2025-11-05 10:00:00,438.64,3,Pastry,PUN-01
loyalty,LOY-0004254,7039293225,jaya.trivedi653@hotmail.com,Jaya Trivedi,2026-05-02 02:00:00,2957.14,3,Merchandise,online
ecommerce,ECO-0004255,7665177977,aliya.kumar1202@yahoo.com,Aliya Kumar,2026-05-16 15:00:00,272.77,1,Espresso,online
pos,POS-0004256,7990366381,sanjaymenon1035@gmail.com,Sanjay Menon,2026-02-13 04:00:00,493.88,3,Pastry,MUM-02
pos,POS-0004257,9893080299,kunaltiwari40@yahoo.com,Kunal Tiwari,2026-01-20 18:00:00,3051.81,1,Bulk Order,BLR-01
ecommerce,ECO-0004258,8171877028,rahul_malhotra578@hotmail.com,Rahul Malhotra,2026-03-14 04:00:00,620.35,1,Coffee Beans 250g,online
ecommerce,ECO-0004259,9350157861,amit.mukherjee593@rediffmail.com,Amit Mukherjee,2025-12-17 05:00:00,541.81,2,Cold Brew,online
loyalty,LOY-0004260,7229080795,neha.tiwari99@gmail.com,Neha Tiwari,2026-02-11 15:00:00,8497.18,3,Bulk Order,online
pos,POS-0004261,9861496122,saurabh_mishra213@yahoo.com,Saurabh Mishra,2025-10-16 05:00:00,3826.25,1,Bulk Order,PUN-01
loyalty,LOY-0004262,8787217678,harish_tiwari519@outlook.com,Harish Tiwari,2026-02-19 05:00:00,350.73,1,Cold Brew,online
pos,POS-0004263,8019762552,manishyadav579@gmail.com,Manish Yadav,2026-03-13 00:00:00,450.99,2,Cappuccino,MUM-01
pos,POS-0004264,7768564293,soniayadav1255@outlook.com,Sonia Yadav,2026-05-23 07:00:00,1222.99,2,Merchandise,HYD-01
pos,POS-0004265,9495307062,vinay_yadav29@yahoo.com,Vinay Yadav,2026-02-08 00:00:00,277.64,1,Espresso,MUM-01
loyalty,LOY-0004266,9440219234,akash_ali1038@hotmail.com,Akash Ali,2026-04-11 23:00:00,455.81,2,Espresso,online
pos,POS-0004267,9915868603,anjali.patel1045@gmail.com,Anjali Patel,2026-03-28 16:00:00,836.57,4,Espresso,BLR-02
pos,POS-0004268,9737792982,meghaagarwal1142@hotmail.com,Megha Agarwal,2026-02-18 03:00:00,2080.27,3,Coffee Beans 250g,HYD-01
ecommerce,ECO-0004269,7479605992,harish.singh190@yahoo.com,Harish Singh,2026-03-17 04:00:00,2177.22,2,Merchandise,online
ecommerce,ECO-0004270,7103053483,rekhamehta1120@rediffmail.com,Rekha Mehta,2026-04-24 09:00:00,3179.82,3,Merchandise,online
loyalty,LOY-0004271,9744389452,sandeepahmed1330@outlook.com,Sandeep Ahmed,2026-05-26 01:00:00,275.67,1,Cold Brew,online
pos,POS-0004272,9887966672,riya.naidu1017@gmail.com,Riya Naidu,2026-03-25 22:00:00,3419.87,1,Bulk Order,PUN-01
pos,POS-0004273,9841559797,rashmi.yadav1119@hotmail.com,Rashmi Yadav,2026-02-14 23:00:00,1370.87,1,Bulk Order,BLR-02
ecommerce,ECO-0004274,7515067403,mahesh.ahmed680@rediffmail.com,Mahesh Ahmed,2026-02-20 23:00:00,111.22,1,Pastry,online
ecommerce,ECO-0004275,7616338345,anil_chatterjee946@yahoo.com,Anil Chatterjee,2026-01-19 13:00:00,828.21,1,Coffee Beans 250g,online
ecommerce,ECO-0004276,7675245175,ayesha.desai1378@hotmail.com,Ayesha Desai,2026-06-07 16:00:00,121.48,1,Pastry,online
loyalty,LOY-0004277,8464354513,karthik.nair144@outlook.com,Karthik Nair,2026-04-15 10:00:00,773.83,1,Merchandise,online
pos,POS-0004278,8596392814,nikhil_mishra1220@hotmail.com,Nikhil Mishra,2026-03-26 04:00:00,261.56,2,Pastry,BLR-01
pos,POS-0004279,9079670361,neha_joshi894@outlook.com,Neha Joshi,2026-02-11 10:00:00,286.23,1,Sandwich,DEL-02
ecommerce,ECO-0004280,8205314450,rakeshhussain1246@rediffmail.com,Rakesh Hussain,2025-12-30 22:00:00,520.49,3,Pastry,online
ecommerce,ECO-0004281,9398173478,taratiwari859@gmail.com,Tara Tiwari,2026-05-21 20:00:00,3083.94,1,Bulk Order,online
pos,POS-0004282,9912264259,riya_krishnan1262@rediffmail.com,Riya Krishnan,2026-04-14 05:00:00,737.74,3,Cold Brew,MUM-02
pos,POS-0004283,9630466257,ananya_sharma50@outlook.com,Ananya Sharma,2026-05-18 19:00:00,6629.46,2,Bulk Order,HYD-01
loyalty,LOY-0004284,9497128366,sonia_sharma901@rediffmail.com,Sonia Sharma,2026-03-15 14:00:00,337.26,1,Cold Brew,online
loyalty,LOY-0004285,7079529443,lakshmimenon933@hotmail.com,Lakshmi Menon,2026-05-23 16:00:00,339.91,1,Sandwich,online
pos,POS-0004286,7367102407,yashbanerjee1129@hotmail.com,Yash Banerjee,2026-04-18 15:00:00,1312.21,1,Merchandise,CHE-01
ecommerce,ECO-0004287,7469825544,imransheikh358@hotmail.com,Imran Sheikh,2026-04-13 02:00:00,455.96,1,Coffee Beans 250g,online
ecommerce,ECO-0004288,8518038818,rakeshnaidu874@yahoo.com,Rakesh Naidu,2026-01-19 20:00:00,573.29,1,Coffee Beans 250g,online
ecommerce,ECO-0004289,7197104007,ritu_pillai1124@yahoo.com,Ritu Pillai,2026-05-27 02:00:00,270.62,1,Sandwich,online
ecommerce,ECO-0004290,7703160403,anil_khan417@gmail.com,Anil Khan,2026-04-06 15:00:00,1050.96,2,Coffee Beans 250g,online
pos,POS-0004291,8012529383,mohanhussain403@hotmail.com,Mohan Hussain,2026-04-28 12:00:00,1970.73,3,Coffee Beans 250g,CHE-01
pos,POS-0004292,9427368147,akash_roy1318@rediffmail.com,Akash Roy,2026-05-29 00:00:00,419.46,1,Coffee Beans 250g,DEL-02
pos,POS-0004293,7564706986,asha.iyer1177@gmail.com,Asha Iyer,2026-03-06 17:00:00,4437.29,2,Bulk Order,HYD-01
loyalty,LOY-0004294,8000416604,aartisen1387@gmail.com,Aarti Sen,2025-10-25 23:00:00,438.22,4,Pastry,online
loyalty,LOY-0004295,9468599370,sushma_nair1010@yahoo.com,Sushma Nair,2026-02-07 13:00:00,209.56,1,Cappuccino,online
loyalty,LOY-0004296,9678599537,mohan.singh197@rediffmail.com,Mohan Singh,2026-03-22 11:00:00,751.1,3,Pastry,online
loyalty,LOY-0004297,8111301329,trishatrivedi796@gmail.com,Trisha Trivedi,2025-10-20 00:00:00,931.55,1,Merchandise,online
loyalty,LOY-0004298,8177520600,mohan_roy1471@gmail.com,Mohan Roy,2026-05-07 07:00:00,209.04,1,Cappuccino,online
loyalty,LOY-0004299,8583951587,naveenpillai832@hotmail.com,Naveen Pillai,2026-03-28 22:00:00,478.69,1,Merchandise,online
loyalty,LOY-0004300,7910685152,sanjayjoshi1074@hotmail.com,Sanjay Joshi,2026-04-05 16:00:00,1404.18,1,Merchandise,online
pos,POS-0004301,8679174516,saurabhhussain587@hotmail.com,Saurabh Hussain,2025-08-22 23:00:00,2015.45,2,Merchandise,BLR-01
ecommerce,ECO-0004302,8381741930,pratiksha_reddy129@yahoo.com,Pratiksha Reddy,2025-12-13 03:00:00,608.05,1,Coffee Beans 250g,online
loyalty,LOY-0004303,7441303368,sandeep_joshi236@outlook.com,Sandeep Joshi,2025-11-23 17:00:00,2187.74,2,Merchandise,online
ecommerce,ECO-0004304,7421923342,anil.mehta225@gmail.com,Anil Mehta,2026-05-14 15:00:00,6984.01,2,Bulk Order,online
ecommerce,ECO-0004305,9286912375,priya_mehta1348@yahoo.com,Priya Mehta,2026-05-29 06:00:00,893.18,2,Merchandise,online
loyalty,LOY-0004306,9078773037,sapna.iyer1066@hotmail.com,Sapna Iyer,2026-04-17 03:00:00,1367.24,2,Coffee Beans 250g,online
pos,POS-0004307,9859272990,megha_krishnan1063@gmail.com,Megha Krishnan,2026-05-26 10:00:00,221.69,1,Espresso,DEL-02
ecommerce,ECO-0004308,8763773653,ashok.chatterjee548@yahoo.com,Ashok Chatterjee,2026-05-26 09:00:00,894.42,2,Coffee Beans 250g,online
ecommerce,ECO-0004309,7944376104,mohankumar644@gmail.com,Mohan Kumar,2026-03-05 21:00:00,220.93,1,Sandwich,online
pos,POS-0004310,7825434354,sandeep.roy478@yahoo.com,Sandeep Roy,2026-05-10 07:00:00,368.01,1,Cold Brew,MUM-02
ecommerce,ECO-0004311,9553341076,meghaverma1288@gmail.com,Megha Verma,2026-06-08 05:00:00,1450.65,2,Coffee Beans 250g,online
loyalty,LOY-0004312,8579933486,vikram.pillai453@hotmail.com,Vikram Pillai,2026-03-19 15:00:00,449.49,1,Merchandise,online
ecommerce,ECO-0004313,9318569446,riya.choudhary1026@yahoo.com,Riya Choudhary,2026-05-22 04:00:00,244.42,2,Pastry,online
pos,POS-0004314,8260405350,vikram_mehta420@rediffmail.com,Vikram Mehta,2026-03-11 20:00:00,524.41,2,Sandwich,DEL-01
loyalty,LOY-0004315,8593454231,pallavi.subramanian307@yahoo.com,Pallavi Subramanian,2026-06-05 10:00:00,443.73,2,Cappuccino,online
pos,POS-0004316,9538176029,trishamalhotra882@yahoo.com,Trisha Malhotra,2026-05-06 05:00:00,275.26,1,Cold Brew,HYD-01
ecommerce,ECO-0004317,7908080606,ananya_shah396@yahoo.com,Ananya Shah,2026-05-11 01:00:00,1458.14,1,Merchandise,online
ecommerce,ECO-0004318,9953287732,aishwaryashah1354@yahoo.com,Aishwarya Shah,2026-04-27 19:00:00,660.22,1,Coffee Beans 250g,online
ecommerce,ECO-0004319,8842268623,ananyahussain1019@rediffmail.com,Ananya Hussain,2026-03-22 07:00:00,245.41,1,Cappuccino,online
ecommerce,ECO-0004320,8977759702,jaya_gupta1224@hotmail.com,Jaya Gupta,2026-03-27 10:00:00,1390.13,2,Coffee Beans 250g,online
pos,POS-0004321,9536314300,riyabhat580@outlook.com,Riya Bhat,2026-03-08 19:00:00,405.97,2,Pastry,DEL-02
loyalty,LOY-0004322,8597930519,riyashah1191@hotmail.com,Riya Shah,2026-03-06 08:00:00,316.65,1,Cappuccino,online
ecommerce,ECO-0004323,7822048109,ritu_trivedi1369@gmail.com,Ritu Trivedi,2026-05-24 18:00:00,472.66,2,Cappuccino,online
pos,POS-0004324,7761226875,suresh_subramanian1420@outlook.com,Suresh Subramanian,2026-05-02 02:00:00,329.09,1,Sandwich,HYD-01
loyalty,LOY-0004325,9737792982,meghaagarwal1142@hotmail.com,Megha Agarwal,2025-08-28 18:00:00,979.77,4,Cappuccino,online
ecommerce,ECO-0004326,7250985375,rahulhussain79@yahoo.com,Rahul Hussain,2026-03-21 22:00:00,1016.29,1,Merchandise,online
ecommerce,ECO-0004327,8320034991,kavya_naidu739@gmail.com,Kavya Naidu,2026-03-09 18:00:00,186.27,1,Pastry,online
ecommerce,ECO-0004328,7421923342,anil.mehta225@gmail.com,Anil Mehta,2025-08-30 21:00:00,250.87,1,Espresso,online
ecommerce,ECO-0004329,8803660559,deepak.kapoor61@hotmail.com,Deepak Kapoor,2026-04-24 20:00:00,257.86,1,Cold Brew,online
ecommerce,ECO-0004330,9418200599,shreya_joshi635@gmail.com,Shreya Joshi,2026-01-16 23:00:00,412.81,2,Cold Brew,online
loyalty,LOY-0004331,9084113581,priya_mishra1230@rediffmail.com,Priya Mishra,2026-04-07 01:00:00,8458.32,2,Bulk Order,online
pos,POS-0004332,9338387486,bhavana_agarwal873@hotmail.com,Bhavana Agarwal,2026-05-31 07:00:00,790.63,3,Cappuccino,BLR-03
loyalty,LOY-0004333,7761294300,aishwaryaverma555@outlook.com,Aishwarya Verma,2026-01-28 06:00:00,579.2,2,Cappuccino,online
pos,POS-0004334,8212200115,meera_kapoor351@hotmail.com,Meera Kapoor,2026-04-22 23:00:00,658.19,3,Pastry,CHE-01
loyalty,LOY-0004335,7838246955,yashkumar1455@yahoo.com,Yash Kumar,2025-11-30 12:00:00,172.12,1,Pastry,online
loyalty,LOY-0004336,7738989732,ayesha.sharma666@hotmail.com,Ayesha Sharma,2025-11-13 10:00:00,181.75,1,Espresso,online
ecommerce,ECO-0004337,7911908710,saurabh.qureshi552@gmail.com,Saurabh Qureshi,2026-02-02 07:00:00,625.43,2,Cold Brew,online
ecommerce,ECO-0004338,9772021984,zara.malhotra785@yahoo.com,Zara Malhotra,2026-06-08 10:00:00,1575.99,1,Bulk Order,online
pos,POS-0004339,8573309258,asha_choudhary171@yahoo.com,Asha Choudhary,2025-11-29 10:00:00,273.67,1,Espresso,BLR-03
loyalty,LOY-0004340,8960020392,sonia_ali1254@gmail.com,Sonia Ali,2026-01-14 16:00:00,1341.08,2,Coffee Beans 250g,online
loyalty,LOY-0004341,9466066084,priya.kapoor458@outlook.com,Priya Kapoor,2026-01-21 05:00:00,880.18,1,Merchandise,online
loyalty,LOY-0004342,8114786145,gauravmalhotra330@rediffmail.com,Gaurav Malhotra,2026-05-21 09:00:00,325.74,1,Sandwich,online
pos,POS-0004343,9440219234,akash_ali1038@hotmail.com,Akash Ali,2026-05-17 01:00:00,1095.48,2,Coffee Beans 250g,DEL-02
pos,POS-0004344,8989705388,rohit.bose1296@yahoo.com,Rohit Bose,2026-03-05 10:00:00,2729.81,1,Bulk Order,BLR-01
loyalty,LOY-0004345,7036133997,madhuriverma645@hotmail.com,Madhuri Verma,2026-04-13 01:00:00,957.86,3,Sandwich,online
loyalty,LOY-0004346,8662066063,aartinair1093@outlook.com,Aarti Nair,2025-09-11 15:00:00,237.98,1,Pastry,online
pos,POS-0004347,8945901049,yash.chatterjee617@yahoo.com,Yash Chatterjee,2026-04-12 01:00:00,2500.25,2,Merchandise,HYD-01
loyalty,LOY-0004348,8755069339,gaurav.agarwal316@yahoo.com,Gaurav Agarwal,2026-05-10 22:00:00,261.01,1,Espresso,online
pos,POS-0004349,8518200627,prakashnaidu23@hotmail.com,Prakash Naidu,2026-05-21 19:00:00,414.32,2,Sandwich,DEL-01
loyalty,LOY-0004350,7064133620,rajesh_das84@outlook.com,Rajesh Das,2026-05-17 13:00:00,446.99,1,Coffee Beans 250g,online
ecommerce,ECO-0004351,7862795728,faisal.tiwari1389@rediffmail.com,Faisal Tiwari,2025-07-16 22:00:00,785.17,1,Merchandise,online
loyalty,LOY-0004352,8286433631,asha.sharma76@yahoo.com,Asha Sharma,2026-05-19 03:00:00,582.35,3,Pastry,online
loyalty,LOY-0004353,9567183448,sandeep.ahmed1138@yahoo.com,Sandeep Ahmed,2026-01-27 17:00:00,1516.97,2,Merchandise,online
ecommerce,ECO-0004354,9338387486,bhavana_agarwal873@hotmail.com,Bhavana Agarwal,2026-02-14 16:00:00,292.95,1,Sandwich,online
loyalty,LOY-0004355,9758961008,komalmishra937@hotmail.com,Komal Mishra,2026-01-22 15:00:00,329.25,1,Espresso,online
pos,POS-0004356,9726769189,snehanaidu808@gmail.com,Sneha Naidu,2026-05-08 23:00:00,543.01,2,Espresso,PUN-01
pos,POS-0004357,7260102749,nikhil.saxena835@yahoo.com,Nikhil Saxena,2026-04-14 15:00:00,578.5,2,Cappuccino,MUM-01
loyalty,LOY-0004358,8902139940,aditya.krishnan223@gmail.com,Aditya Krishnan,2025-11-08 14:00:00,171.29,1,Pastry,online
loyalty,LOY-0004359,8593454231,pallavi.subramanian307@yahoo.com,Pallavi Subramanian,2026-05-20 14:00:00,1267.23,2,Coffee Beans 250g,online
loyalty,LOY-0004360,7575982448,aishwarya_hussain915@yahoo.com,Aishwarya Hussain,2026-05-21 18:00:00,4290.11,1,Bulk Order,online
ecommerce,ECO-0004361,8646412566,latha.agarwal539@hotmail.com,Latha Agarwal,2026-05-09 22:00:00,2497.03,1,Bulk Order,online
pos,POS-0004362,7355336108,hemantkumar473@yahoo.com,Hemant Kumar,2026-05-06 19:00:00,465.7,1,Coffee Beans 250g,DEL-02
pos,POS-0004363,9764231210,sapna_agarwal1128@rediffmail.com,Sapna Agarwal,2026-03-06 04:00:00,3432.52,1,Bulk Order,BLR-01
pos,POS-0004364,8048030541,siddharth.khan1358@gmail.com,Siddharth Khan,2026-03-30 00:00:00,1336.31,1,Merchandise,BLR-03
loyalty,LOY-0004365,9733800676,tarun.reddy1193@rediffmail.com,Tarun Reddy,2026-04-24 07:00:00,3712.67,2,Bulk Order,online
ecommerce,ECO-0004366,9208663360,tarun_sharma106@rediffmail.com,Tarun Sharma,2025-12-14 20:00:00,812.63,3,Sandwich,online
loyalty,LOY-0004367,7697505974,tanyaali1044@hotmail.com,Tanya Ali,2026-04-01 20:00:00,585.89,1,Merchandise,online
ecommerce,ECO-0004368,9218705527,aishwaryatrivedi439@hotmail.com,Aishwarya Trivedi,2026-03-17 09:00:00,306.84,1,Espresso,online
loyalty,LOY-0004369,7810052346,pallavisingh283@hotmail.com,Pallavi Singh,2026-04-19 15:00:00,542.05,1,Coffee Beans 250g,online
loyalty,LOY-0004370,8228052009,arjun_pillai1332@hotmail.com,Arjun Pillai,2026-05-11 03:00:00,3914.69,1,Bulk Order,online
ecommerce,ECO-0004371,7770551829,nikhil_joshi1459@hotmail.com,Nikhil Joshi,2026-05-05 20:00:00,613.48,1,Coffee Beans 250g,online
pos,POS-0004372,7749413472,riya.sheikh383@rediffmail.com,Riya Sheikh,2026-05-12 09:00:00,235.31,1,Espresso,HYD-01
ecommerce,ECO-0004373,7801978186,varunsharma513@hotmail.com,Varun Sharma,2026-04-04 20:00:00,653.42,2,Cold Brew,online
pos,POS-0004374,7763352511,harishpillai554@yahoo.com,Harish Pillai,2026-05-11 14:00:00,1786.78,1,Bulk Order,MUM-02
ecommerce,ECO-0004375,7253929702,rekha_iyer584@gmail.com,Rekha Iyer,2025-11-05 22:00:00,485.29,1,Coffee Beans 250g,online
ecommerce,ECO-0004376,9139968776,akash_bhat549@gmail.com,Akash Bhat,2026-06-06 16:00:00,627.59,2,Cappuccino,online
loyalty,LOY-0004377,9742558922,rohankhanna795@gmail.com,Rohan Khanna,2026-05-24 23:00:00,677.59,1,Coffee Beans 250g,online
loyalty,LOY-0004378,7593543988,kirandesai783@outlook.com,Kiran Desai,2026-04-30 07:00:00,548.69,2,Espresso,online
loyalty,LOY-0004379,7078041777,varun_desai981@hotmail.com,Varun Desai,2026-03-06 15:00:00,219.87,1,Pastry,online
loyalty,LOY-0004380,7970878481,sanjaykhanna1491@outlook.com,Sanjay Khanna,2025-12-01 09:00:00,709.3,2,Cold Brew,online
ecommerce,ECO-0004381,7143823470,rohan.kapoor4@yahoo.com,Rohan Kapoor,2025-12-18 05:00:00,2675.78,1,Bulk Order,online
pos,POS-0004382,7131756291,megha.ahmed1357@hotmail.com,Megha Ahmed,2026-03-19 12:00:00,289.15,1,Espresso,BLR-02
loyalty,LOY-0004383,7761550184,yashmehta1483@yahoo.com,Yash Mehta,2026-04-28 22:00:00,754.92,1,Coffee Beans 250g,online
pos,POS-0004384,8946744699,sapna.ahmed1243@yahoo.com,Sapna Ahmed,2026-05-16 03:00:00,432.17,1,Merchandise,MUM-01
loyalty,LOY-0004385,8925829762,meera.hussain1344@hotmail.com,Meera Hussain,2026-03-11 20:00:00,501.21,2,Cold Brew,online
pos,POS-0004386,8877201711,meerapatel943@gmail.com,Meera Patel,2026-06-02 01:00:00,998.03,1,Merchandise,BLR-02
ecommerce,ECO-0004387,7822048109,ritu_trivedi1369@gmail.com,Ritu Trivedi,2025-11-11 16:00:00,255.58,1,Cold Brew,online
loyalty,LOY-0004388,9189361219,aliya.singh468@hotmail.com,Aliya Singh,2026-05-20 15:00:00,1447.46,1,Merchandise,online
ecommerce,ECO-0004389,8361882852,rekhapatel865@rediffmail.com,Rekha Patel,2025-12-26 02:00:00,6911.36,2,Bulk Order,online
ecommerce,ECO-0004390,9495911508,tarasaxena94@rediffmail.com,Tara Saxena,2026-04-21 23:00:00,255.0,1,Cold Brew,online
loyalty,LOY-0004391,7607234602,omar_rao463@gmail.com,Omar Rao,2026-01-04 20:00:00,239.39,2,Pastry,online
ecommerce,ECO-0004392,7057964437,rajesh.subramanian1071@gmail.com,Rajesh Subramanian,2025-12-01 05:00:00,752.21,1,Merchandise,online
pos,POS-0004393,8649701023,ayesha_saxena1347@yahoo.com,Ayesha Saxena,2026-03-27 11:00:00,221.26,1,Pastry,BLR-03
loyalty,LOY-0004394,8223029365,sanjaypillai698@outlook.com,Sanjay Pillai,2026-06-07 23:00:00,633.25,1,Coffee Beans 250g,online
ecommerce,ECO-0004395,8332036221,smitareddy1499@outlook.com,Smita Reddy,2026-05-22 13:00:00,664.12,4,Espresso,online
ecommerce,ECO-0004396,8169613651,bhavanaqureshi530@outlook.com,Bhavana Qureshi,2026-05-08 18:00:00,244.33,2,Pastry,online
ecommerce,ECO-0004397,8470931353,tarunkumar1408@rediffmail.com,Tarun Kumar,2026-04-13 07:00:00,663.06,3,Cappuccino,online
loyalty,LOY-0004398,8060198586,pranav_khanna862@hotmail.com,Pranav Khanna,2026-03-10 18:00:00,872.87,3,Cold Brew,online
ecommerce,ECO-0004399,7834589982,ritu_trivedi163@hotmail.com,Ritu Trivedi,2026-03-22 18:00:00,1154.51,1,Merchandise,online
ecommerce,ECO-0004400,8915761306,harishreddy624@rediffmail.com,Harish Reddy,2026-04-06 05:00:00,845.57,3,Cappuccino,online
ecommerce,ECO-0004401,9373209659,kunal_trivedi300@yahoo.com,Kunal Trivedi,2025-09-27 06:00:00,4260.86,3,Merchandise,online
pos,POS-0004402,8429080607,manish.pandey224@outlook.com,Manish Pandey,2025-11-22 07:00:00,193.11,1,Espresso,PUN-01
loyalty,LOY-0004403,8000416604,aartisen1387@gmail.com,Aarti Sen,2026-03-05 11:00:00,578.03,2,Sandwich,online
pos,POS-0004404,8825241835,saurabh_reddy976@rediffmail.com,Saurabh Reddy,2026-05-09 00:00:00,271.45,1,Cappuccino,BLR-01
loyalty,LOY-0004405,9648154135,vinaykhan266@gmail.com,Vinay Khan,2026-05-30 20:00:00,239.62,1,Sandwich,online
ecommerce,ECO-0004406,8475609060,ishita_kumar953@rediffmail.com,Ishita Kumar,2026-05-09 05:00:00,2389.96,4,Coffee Beans 250g,online
