email,full_name,total_orders,total_spent_inr,signup_date,city,accepts_marketing
rekha_banerjee1379@outlook.com,Rekha Banerjee,7,4654.91,2025-11-04,Surat,yes
ritu_quershi1380@outlook.com,Ritu Q.,8,5626.05,2025-09-09,Kochi,yes
rahulrao1382@yahoo.com,Rahul Rao,4,2571.05,2025-03-01,Hyderabad,no
naveen.naidu1383@gmail.com,Naveen Naidu,4,2163.48,2024-09-20,Mumbai,no
pooja.reddy1385@outlook.com,P. Reddy,1,543.84,2025-04-19,Indore,yes
riyasheikh1386@rediffmail.com,Riya Sheikh,8,4171.99,2025-01-06,Delhi,yes
latha.bose1388@rediffmail.com,Latha Bose,7,4587.8,2026-02-22,Mumbai,yes
faisal.tiwari1389@rediffmail.com,Faisal Tiwari,7,4050.81,2026-04-10,Kochi,yes
swatimehta1390@outlook.com,swati mehta,0,0.0,2024-12-10,Kochi,yes
ananya_verma1391@rediffmail.com,ananya verma,12,4306.3,2026-01-26,Ahmedabad,no
prakash_yadav1393@yahoo.com,prakash yadav,4,2635.27,2025-08-07,Kolkata,yes
nikhil.menon1394@rediffmail.com,Nikhil Menon,0,0.0,2024-12-28,Pune,yes
varun.khan1395@rediffmail.com,Varun Khan,0,0.0,2025-09-28,Chennai,yes
anjali_choudhary1396@gmail.com,Anjali Choudhary,4,2111.68,2025-02-03,Indore,yes
abhishekchoudhary1398@rediffmail.com,abhishek choudhary,0,0.0,2025-05-13,Bengaluru,yes
ayesha.naidu1399@rediffmail.com,A. Naidu,5,1707.98,2025-04-21,Ahmedabad,yes
rakesh_patel1400@rediffmail.com,Rakesh P.,1,710.61,2025-04-12,Gurugram,no
mohanmenon1042@yahoo.com,Mohan Menon,9,5721.36,2026-04-23,Pune,yes
rakeshpillai1403@hotmail.com,Rakesh Pillai,6,2641.8,2025-08-03,Mumbai,yes
ritu_reddy1406@rediffmail.com,Ritu Reddy,0,0.0,2024-12-16,Gurugram,yes
tarunkumar1408@rediffmail.com,Tarun Kumar,5,2321.9,2025-05-21,Noida,no
megha_pillai1409@outlook.com,Megha Pillai,12,6023.11,2025-02-17,Chandigarh,yes
sanjaymukherjee1410@rediffmail.com,Sanjay Mukherjee,2,931.92,2026-02-01,Noida,yes
anjali.singh1411@rediffmail.com,Anjali Singh,5,1702.26,2024-06-22,Ahmedabad,yes
vikram.pillai1412@yahoo.com,Vikram Pillai,2,1273.51,2025-08-22,Jaipur,yes
arjun.saxena1413@rediffmail.com,arjun saxena,0,0.0,2025-11-03,Gurugram,yes
aartiverma1415@outlook.com,aarti verma,9,5013.98,2024-07-03,Gurugram,yes
karthik_bhat1416@yahoo.com,Karthik Bhat,0,0.0,2025-04-22,Jaipur,yes
omarpatel1417@rediffmail.com,Omar Patel,0,0.0,2025-10-05,Chennai,yes
aishwarya.malhotra1418@hotmail.com,aishwarya malhotra,4,2380.19,2025-09-03,Pune,yes
anjali.agarwal1421@rediffmail.com,Anjali Agarwal,0,0.0,2026-02-11,Kochi,yes
anjali_mehta1422@outlook.com,Anjali Mehta,2,1394.99,2024-10-15,Pune,yes
komalahmed1423@yahoo.com,Komal Ahmed,6,2725.36,2025-06-19,Bengaluru,no
aishwarya_ahmed1425@gmail.com,A. Ahmed,4,1805.04,2025-09-15,Ahmedabad,no
divya.mishra1427@yahoo.com,Divya M.,7,5008.05,2024-06-19,Delhi,yes
sushma_roy1428@gmail.com,Sushma Roy,1,410.65,2024-09-11,Chandigarh,no
rakesh.mehta1429@gmail.com,Rakesh Mehta,10,3426.59,2024-09-09,Bengaluru,yes
ayesharoy1430@hotmail.com,Ayesha Roy,19,7151.3,2025-08-28,Jaipur,yes
pranav_tiwari1431@gmail.com,Pranav Tiwari,2,957.44,2024-08-08,Mumbai,yes
vikrammehta1432@gmail.com,Vikram Mehta,3,1934.69,2025-04-17,Kochi,yes
shreya_singh1434@hotmail.com,S. Singh,0,0.0,2025-08-22,Kochi,no
bhavanaverma1435@rediffmail.com,Bhavana Verma,6,3750.98,2024-10-25,Gurugram,yes
latha_pandey1436@gmail.com,Latha P.,4,1763.14,2026-02-17,Gurugram,yes
meghamenon1437@gmail.com,Megha Menon,1,526.06,2026-02-23,Chandigarh,yes
tara_pillai1439@hotmail.com,Tara Pillai,7,3829.62,2025-12-08,Gurugram,yes
manish_mishra1440@yahoo.com,Manish Mishra,3,912.22,2024-09-25,Kolkata,yes
priya.kapoor1441@rediffmail.com,Priya Kapoor,4,2668.9,2026-02-15,Surat,yes
anjali.reddy1445@outlook.com,Anjali Reddy,8,5188.86,2025-11-27,Ahmedabad,no
nishapandey1447@hotmail.com,Nisha Pandey,0,0.0,2026-02-06,Indore,yes
tara_reddy1448@outlook.com,Tara Reddy,15,5776.69,2025-03-04,Bengaluru,yes
ashoksubramanian1450@gmail.com,Ashok Subramanian,6,3544.25,2024-12-18,Chennai,yes
kavya.nai1r451@gmail.com,Kavya Nair,13,7006.78,2025-11-25,Ahmedabad,no
rakeshsen1452@yahoo.com,Rakesh Sen,0,0.0,2026-01-08,Hyderabad,yes
mohannaidu1453@yahoo.com,Mohan N.,0,0.0,2025-04-04,Kochi,yes
jayasingh1458@rediffmail.com,Jaya Singh,9,5484.89,2026-03-17,Indore,no
nikhil_joshi1459@hotmail.com,Nikhil Joshi,3,844.43,2025-04-13,Bengaluru,yes
aarti_malhotra1460@gmail.com,Aarti Malhotra,6,2307.34,2025-10-29,Kolkata,no
amit.malhotra1461@hotmail.com,Amit Malhotra,2,1211.19,2024-08-12,Kolkata,no
sapna_mishra1462@gmail.com,Sapna Mishra,14,8590.07,2026-01-08,Kolkata,yes
rashmi_rao1463@hotmail.com,Rashmi Rao,4,2067.2,2024-11-23,Chandigarh,yes
vinay_qureshi1464@hotmail.com,Vinay Qureshi,22,15756.38,2024-12-07,Kochi,no
pranav.iyer1465@gmail.com,Pranav Iyer,4,2439.59,2025-02-22,Bengaluru,yes
sapna.pillai1466@yahoo.com,Sapna Pillai,13,8549.25,2024-07-26,Ahmedabad,no
geeta.menon1467@yahoo.com,Geeta Menon,0,0.0,2025-09-24,Delhi,no
vikram_patel1468@gmail.com,Vikram Patel,11,5534.82,2025-08-07,Kochi,yes
akashbose1469@yahoo.com,A. Bose,3,1699.7,2025-08-17,Chennai,yes
nitin.menon1470@yahoo.com,Nitin Menon,1,604.72,2026-03-19,Hyderabad,yes
karthik.reddy1472@outlook.com,Karthik Reddy,6,3278.09,2026-03-31,Kolkata,yes
maheshsubramanian1473@rediffmail.com,Mahesh Subramanian,2,670.77,2025-11-09,Surat,yes
ishitareddy1475@hotmail.com,Ishita Reddy,4,2301.99,2026-01-15,Gurugram,yes
rkeharao1476@rediffmail.com,Rekha Rao,9,5899.49,2025-02-20,Indore,yes
rashmi.sharma1477@rediffmail.com,Rashmi Sharma,10,3212.89,2024-12-15,Noida,yes
tanya_roy1478@hotmail.com,Tanya R.,7,2296.71,2025-07-13,Kolkata,yes
kiran.desai1480@outlook.com,Kiran Desai,7,2321.59,2025-09-07,Kolkata,yes
hraish.kumar1481@outlook.com,Harish Kumar,3,1615.8,2025-03-23,Chennai,yes
divya_mukherjee1482@gmail.com,Divya Mukherjee,21,8514.14,2024-10-16,Chandigarh,yes
omar_krishnan1485@gmail.com,Omar Krishnan,3,841.9,2025-12-31,Mumbai,yes
sneha_das1486@rediffmail.com,Sneha Das,0,0.0,2024-11-03,Kolkata,no
nisha.tiwari1488@hotmail.com,nisha tiwari,6,3621.92,2026-03-06,Jaipur,yes
sanjaykhanna1491@outlook.com,Sanjay Khanna,2,997.67,2026-04-04,Chennai,yes
ishtia_sen1492@hotmail.com,Ishita Sen,4,2872.22,2024-11-25,Noida,yes
sushma_rao1493@hotmail.com,Sushma Rao,0,0.0,2025-06-01,Surat,yes
nitin_bose1494@gmail.com,Nitin Bose,0,0.0,2025-09-13,Ahmedabad,yes
anjali_trivedi1495@yahoo.com,Anjali T.,0,0.0,2025-08-01,Chandigarh,yes
komal_naidu1497@yahoo.com,Komal Naidu,9,3819.78,2025-07-16,Chandigarh,yes
jaya_pillai1498@gmail.com,Jaya Pillai,6,1924.67,2026-05-02,Kochi,no
smitareddy1499@outlook.com,Smita Reddy,4,1290.18,2024-09-23,Chandigarh,no
